entry,at,order
"""rowan @ GthBpPSqaK"" shows a 2♥, 2♠.",2026-09-13T16:58:07.844Z,178931868784401
"""Mr Bloodthirst @ 6D7s410Ucp"" shows a 3♥, 9♥.",2026-09-13T16:58:07.844Z,178931868784400
"""rowan @ GthBpPSqaK"" checks",2026-09-13T16:58:07.018Z,178931868701800
"""Mr Bloodthirst @ 6D7s410Ucp"" checks",2026-09-13T16:58:06.156Z,178931868615600
"River: 8♣, 7♠, Q♠, K♣ [4♥]",2026-09-13T16:58:05.184Z,178931868518400
"""rowan @ GthBpPSqaK"" checks",2026-09-13T16:58:04.318Z,178931868431800
"""Mr Bloodthirst @ 6D7s410Ucp"" checks",2026-09-13T16:58:03.452Z,178931868345200
"Turn: 8♣, 7♠, Q♠ [K♣]",2026-09-13T16:58:02.113Z,178931868211300
"""rowan @ GthBpPSqaK"" checks",2026-09-13T16:58:01.211Z,178931868121100
"""Mr Bloodthirst @ 6D7s410Ucp"" checks",2026-09-13T16:58:00.354Z,178931868035400
"Flop:  [8♣, 7♠, Q♠]",2026-09-13T16:57:59.038Z,178931867903800
"""Mr Bloodthirst @ 6D7s410Ucp"" calls 0.60",2026-09-13T16:57:58.201Z,178931867820100
"""rowan @ GthBpPSqaK"" raises to 0.60",2026-09-13T16:57:57.170Z,178931867717000
"""Mr Bloodthirst @ 6D7s410Ucp"" posts a big blind of 0.20",2026-09-13T16:57:53.797Z,178931867379705
"""rowan @ GthBpPSqaK"" posts a small blind of 0.10",2026-09-13T16:57:53.797Z,178931867379704
"Player stacks: #1 ""rowan @ GthBpPSqaK"" (89.65) | #2 ""Mr Bloodthirst @ 6D7s410Ucp"" (95.35)",2026-09-13T16:57:53.797Z,178931867379701
"-- starting hand #228 (id: gxbkdb0sugwo)  No Limit Texas Hold'em (dealer: ""rowan @ GthBpPSqaK"") --",2026-09-13T16:57:53.797Z,178931867379700
"-- ending hand #227 --",2026-09-13T16:57:47.795Z,178931866779502
"""rowan @ GthBpPSqaK"" collected 0.40 from pot with Pair, 2's (combination: 6♥, J♣, K♦, 2♠, 2♣)",2026-09-13T16:57:47.795Z,178931866779501
"""rowan @ GthBpPSqaK"" shows a 3♥, J♣.",2026-09-13T16:57:47.795Z,178931866779500
"""Mr Bloodthirst @ 6D7s410Ucp"" checks",2026-09-13T16:57:46.991Z,178931866699100
"""rowan @ GthBpPSqaK"" checks",2026-09-13T16:57:46.112Z,178931866611200
"River: 2♠, K♦, 2♣, 4♣ [6♥]",2026-09-13T16:57:45.297Z,178931866529700
"""Mr Bloodthirst @ 6D7s410Ucp"" checks",2026-09-13T16:57:44.479Z,178931866447900
"""rowan @ GthBpPSqaK"" checks",2026-09-13T16:57:43.622Z,178931866362200
"Turn: 2♠, K♦, 2♣ [4♣]",2026-09-13T16:57:43.404Z,178931866340400
"""Mr Bloodthirst @ 6D7s410Ucp"" checks",2026-09-13T16:57:42.588Z,178931866258800
"""rowan @ GthBpPSqaK"" checks",2026-09-13T16:57:41.732Z,178931866173200
"Flop:  [2♠, K♦, 2♣]",2026-09-13T16:57:41.044Z,178931866104400
"""rowan @ GthBpPSqaK"" checks",2026-09-13T16:57:40.235Z,178931866023500
"""Mr Bloodthirst @ 6D7s410Ucp"" calls 0.20",2026-09-13T16:57:38.657Z,178931865865700
"""rowan @ GthBpPSqaK"" posts a big blind of 0.20",2026-09-13T16:57:30.338Z,178931865033805
"""Mr Bloodthirst @ 6D7s410Ucp"" posts a small blind of 0.10",2026-09-13T16:57:30.338Z,178931865033804
"Player stacks: #1 ""rowan @ GthBpPSqaK"" (89.45) | #2 ""Mr Bloodthirst @ 6D7s410Ucp"" (95.55)",2026-09-13T16:57:30.338Z,178931865033801
"-- starting hand #227 (id: sjoeoszg7ddg)  No Limit Texas Hold'em (dealer: ""Mr Bloodthirst @ 6D7s410Ucp"") --",2026-09-13T16:57:30.338Z,178931865033800
"-- ending hand #226 --",2026-09-13T16:57:24.377Z,178931864437702
"""rowan @ GthBpPSqaK"" collected 2.80 from pot",2026-09-13T16:57:24.377Z,178931864437701
"Uncalled bet of 1.40 returned to ""rowan @ GthBpPSqaK""",2026-09-13T16:57:24.377Z,178931864437700
"""Mr Bloodthirst @ 6D7s410Ucp"" folds",2026-09-13T16:57:23.568Z,178931864356800
"""rowan @ GthBpPSqaK"" bets 1.40",2026-09-13T16:57:22.082Z,178931864208200
"""Mr Bloodthirst @ 6D7s410Ucp"" checks",2026-09-13T16:57:20.043Z,178931864004300
"Turn: 9♠, 5♦, Q♣ [6♥]",2026-09-13T16:57:18.735Z,178931863873500
"""Mr Bloodthirst @ 6D7s410Ucp"" calls 0.60",2026-09-13T16:57:17.874Z,178931863787400
"""rowan @ GthBpPSqaK"" bets 0.60",2026-09-13T16:57:16.361Z,178931863636100
"""Mr Bloodthirst @ 6D7s410Ucp"" checks",2026-09-13T16:57:14.096Z,178931863409600
"Flop:  [9♠, 5♦, Q♣]",2026-09-13T16:57:12.791Z,178931863279100
"""Mr Bloodthirst @ 6D7s410Ucp"" calls 0.80",2026-09-13T16:57:11.968Z,178931863196800
"""rowan @ GthBpPSqaK"" raises to 0.80",2026-09-13T16:56:54.985Z,178931861498500
"""Mr Bloodthirst @ 6D7s410Ucp"" posts a big blind of 0.20",2026-09-13T16:56:52.248Z,178931861224806
"""rowan @ GthBpPSqaK"" posts a small blind of 0.10",2026-09-13T16:56:52.248Z,178931861224805
"Player stacks: #1 ""rowan @ GthBpPSqaK"" (88.05) | #2 ""Mr Bloodthirst @ 6D7s410Ucp"" (96.95)",2026-09-13T16:56:52.248Z,178931861224802
"-- starting hand #226 (id: vhnsoon4gy4g)  No Limit Texas Hold'em (dealer: ""rowan @ GthBpPSqaK"") --",2026-09-13T16:56:52.248Z,178931861224801
"The player ""Sul3 @ 9dMYR0bjPk"" quits the game with a stack of 0.00.",2026-09-13T16:56:52.248Z,178931861224800
"Asking to busted players the rebuy decision.",2026-09-13T16:56:51.396Z,178931861139600
"-- ending hand #225 --",2026-09-13T16:56:45.393Z,178931860539303
"""rowan @ GthBpPSqaK"" collected 42.72 from pot with Flush, K High (combination: 3♥, 7♥, 10♥, J♥, K♥)",2026-09-13T16:56:45.393Z,178931860539302
"""rowan @ GthBpPSqaK"" shows a K♥, 10♥.",2026-09-13T16:56:45.393Z,178931860539301
"""Sul3 @ 9dMYR0bjPk"" shows a Q♠, J♠.",2026-09-13T16:56:45.393Z,178931860539300
"""rowan @ GthBpPSqaK"" calls 17.61",2026-09-13T16:56:44.584Z,178931860458400
"""Sul3 @ 9dMYR0bjPk"" raises to 17.61 and go all in",2026-09-13T16:56:43.714Z,178931860371400
"""rowan @ GthBpPSqaK"" bets 8.02",2026-09-13T16:56:41.263Z,178931860126300
"River: 10♠, 3♥, J♣, J♥ [7♥]",2026-09-13T16:56:31.738Z,178931859173800
